"BRCD","BRANCH","CIRCLE","NETWORK","MOD NO","MODULE","REG NO","BGL","BGLDESC","REF","AMOUNT","POST DATE","DAYS","TAT","SL NO","OVERDUE","DAYS PASSED"
"872","AGRI COMM BRANCH MANNARGUDI             ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467079509","-8774.49","2025-03-06","12","45","2","-33","13"
"872","AGRI COMM BRANCH MANNARGUDI             ","CHENNAI","2","22","TRICHY","5","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467196096","76500","2025-03-07","11","45","1","-34","12"
"872","AGRI COMM BRANCH MANNARGUDI             ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467437842","-100000","2025-03-11","7","45","2","-38","8"
"872","AGRI COMM BRANCH MANNARGUDI             ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467579473","-3100","2025-03-12","6","45","2","-39","7"
"872","AGRI COMM BRANCH MANNARGUDI             ","CHENNAI","2","22","TRICHY","5","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000466389133","2400.78","2025-02-27","19","45","1","-26","20"
"872","AGRI COMM BRANCH MANNARGUDI             ","CHENNAI","2","22","TRICHY","5","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467079515","8461.58","2025-03-06","12","45","1","-33","13"
"872","AGRI COMM BRANCH MANNARGUDI             ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467079511","-12096.17","2025-03-06","12","45","2","-33","13"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","4897945","Sys. Suspense Govt. Challan with clg cheque","SYS00000000468097870","197789.88","2025-03-18","0","3","5","-3","1"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","3199845","ATM EXCESS CASH FOUND ACCOUNT","SYS00000000468095898","-10000","2025-03-18","0","5","6","-5","1"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250312519042841","-0.24","2025-03-12","6","45","3","-39","7"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250313459292861","-8000","2025-03-13","5","45","3","-40","6"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250313459512859","-400","2025-03-13","5","45","3","-40","6"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000467748333","-11.8","2025-03-15","3","45","3","-42","4"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250316065559920","-5000","2025-03-16","2","45","3","-43","3"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250317493290585","-49000","2025-03-17","1","45","3","-44","2"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466937384","-5000","2025-03-05","13","45","2","-32","14"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467948384","-6000","2025-03-17","1","45","2","-44","2"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467033196","-24731.47","2025-03-06","12","45","2","-33","13"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","98746","SD - EXCESS CASH","SYS00000000466363750","4000","2025-02-27","19","NA","NIL","NA","20"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466596537","1000","2025-03-01","17","45","1","-28","18"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467688448","900","2025-03-13","5","45","1","-40","6"
"875","AGRI COMM BRANCH MAYILADUTURAI          ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224558528255","-1000","2025-02-24","22","45","3","-23","23"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467695655","112000","2025-03-13","5","45","1","-40","6"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","4897945","Sys. Suspense Govt. Challan with clg cheque","SYS00000000468095414","10392724.15","2025-03-18","0","3","5","-3","1"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467741812","5200","2025-03-14","4","45","1","-41","5"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467741993","244400","2025-03-14","4","45","1","-41","5"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467741995","213400","2025-03-14","4","45","1","-41","5"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467742054","1195000","2025-03-14","4","45","1","-41","5"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467743363","20600","2025-03-14","4","45","1","-41","5"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467743415","9900","2025-03-14","4","45","1","-41","5"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224558532088","-1000","2025-02-24","22","45","3","-23","23"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224558532262","-500","2025-02-24","22","45","3","-23","23"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224558532564","-9000","2025-02-24","22","45","3","-23","23"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000467627608","-20000","2025-03-13","5","45","3","-40","6"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250315404757823","-5000","2025-03-15","3","45","3","-42","4"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250317343484339","-5200","2025-03-17","1","45","3","-44","2"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250317343484683","-10400","2025-03-17","1","45","3","-44","2"
"879","NAGAPATTINAM ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250317343484943","-244400","2025-03-17","1","45","3","-44","2"
